"","date.time","RECORD","stream","Batt_V_","LoggerTemp_C_","PAR_umol_s_m2_Avg","WaterDep","Discharge_Ls_Avg","total.discharge","average.water.etmp","number.of.strokes","previous.min","previous.max"
"162280",2011-08-27 12:00:00,4986,"WS09",14.27,20.09,115.5298,0.02943563,0.06411926,57.70733,18.06,1,0.02081226,0.03081757
"162376",2011-08-28 12:00:00,5082,"WS09",14.38,18.7,98.61497,0.02747619,0.04687881,42.19093,17.22,0,0.0269569,0.03002477
"162472",2011-08-29 12:00:00,5178,"WS09",14.38,18.77,13.39079,0.02768571,0.04852664,43.67398,17.03,0,0.02049755,0.02965133
"162568",2011-08-30 12:00:00,5274,"WS09",14.38,19.04,11.22571,0.02800443,0.0511158,46.00422,17.05,0,0.02519637,0.03027517
"162664",2011-08-31 12:00:00,5370,"WS09",14.35,19.65,12.54976,0.02895918,0.05953444,53.58099,17.37,0,0.0241427,0.03075904
"162760",2011-09-01 12:00:00,5466,"WS09",14.27,20.58,9.134309,0.02855302,0.05582481,50.24232,17.51,1,0.0280579,0.0305209
"162856",2011-09-02 12:00:00,5562,"WS09",14.23,21.72,7.404829,0.0327849,0.104613,94.15171,17.97,1,-0.008165646,0.0350637
"162952",2011-09-03 12:00:00,5658,"WS09",14.24,21.41,7.700409,0.02823499,0.05306555,47.759,18.18,1,-0.00667247,0.03308051
"163048",2011-09-04 12:00:00,5754,"WS09",14.3,20.44,13.01584,0.03420069,0.1267721,114.0949,18.35,1,-0.007272311,0.03566271
"163144",2011-09-05 12:00:00,5850,"WS09",12.89,17.5,1.455032,0.07001726,3.289802,2960.822,17.7,29,0.03038368,0.07771825
"163240",2011-09-06 12:00:00,5946,"WS09",13.2,14.22,2.420078,0.0675019,2.784181,2505.763,17.05,25,0.06768215,0.1474573
"163336",2011-09-07 12:00:00,6042,"WS09",13.62,12.91,5.122272,0.06015143,1.648796,1483.917,15.7,15,0.0602812,0.0698152
"163432",2011-09-08 12:00:00,6138,"WS09",14.46,13.14,6.932582,0.05509004,1.10592,995.3278,15.27,9,0.05479875,0.06007912
"163528",2011-09-09 12:00:00,6234,"WS09",14.43,13.17,4.53876,0.05211576,0.8594026,773.4623,14.97,8,0.05216487,0.05498452
"163624",2011-09-10 12:00:00,6330,"WS09",14.43,14.2,5.492891,0.04845915,0.6196072,557.6464,14.77,5,0.04815313,0.05227019
"163720",2011-09-11 12:00:00,6426,"WS09",14.4,15.38,5.623225,0.0466303,0.5195881,467.6292,14.83,5,0.04677676,0.04873414
"163816",2011-09-12 12:00:00,6522,"WS09",14.35,16.45,7.093298,0.04423974,0.4082071,367.3864,15.01,4,0.04443842,0.04714383
"163912",2011-09-13 12:00:00,6618,"WS09",14.37,16.62,5.917786,0.04254045,0.3416514,307.4862,15.09,3,0.04268318,0.04419111
"164008",2011-09-14 12:00:00,6714,"WS09",14.33,18.14,6.497875,0.04028138,0.2666346,239.9711,15.32,2,0.03987178,0.04240564
"164104",2011-09-15 12:00:00,6810,"WS09",14.35,17.84,12.64772,0.03800271,0.2046461,184.1815,15.57,1,0.03746805,0.04006198
"164200",2011-09-16 12:00:00,6906,"WS09",14.48,12.3,9.717562,0.03737619,0.189763,170.7867,14.92,2,0.03603551,0.03786174
"164296",2011-09-17 12:00:00,7002,"WS09",14.5,13,12.2402,0.03659501,0.1723887,155.1498,14.37,1,0.03588461,0.03730309
"164392",2011-09-18 12:00:00,7098,"WS09",14.43,14.33,16.79744,0.03551951,0.1505426,135.4883,14.33,2,0.03529766,0.03648718
"164488",2011-09-19 12:00:00,7194,"WS09",14.5,11.49,10.18499,0.03506249,0.1419392,127.7453,13.93,1,0.03313452,0.03589206
"164584",2011-09-20 12:00:00,7290,"WS09",13.59,14.08,4.984358,0.03700314,0.1812965,163.1669,14.18,1,0.03281476,0.03788945
"164680",2011-09-21 12:00:00,7386,"WS09",14.33,16.55,3.628313,0.05093252,0.7804837,702.4354,14.58,7,0.03375694,0.07619256
"164776",2011-09-22 12:00:00,7482,"WS09",13.46,16.23,6.05036,0.04885394,0.6406937,576.6243,14.9,6,0.04306564,0.06136455
"164872",2011-09-23 12:00:00,7578,"WS09",14.37,15.89,9.79976,0.05774668,1.369864,1232.877,15.15,12,0.04343162,0.09591483
"164968",2011-09-24 12:00:00,7674,"WS09",14.38,15.82,15.58964,0.04788038,0.590617,531.5553,14.91,5,0.04800853,0.05741937
"165064",2011-09-25 12:00:00,7770,"WS09",14.37,16.86,12.09475,0.04402378,0.4035868,363.2281,14.82,4,0.04382861,0.04769173
"165160",2011-09-26 12:00:00,7866,"WS09",14.35,16.97,15.26095,0.05529025,1.12855,1015.695,15.24,10,0.04221057,0.06417697
"165256",2011-09-27 12:00:00,7962,"WS09",14.38,16.33,8.570472,0.04690845,0.5346979,481.2281,15.23,5,0.04692212,0.05510607
"165352",2011-09-28 12:00:00,8058,"WS09",14.39,15.16,22.8773,0.04533424,0.4577698,411.9929,14.69,4,0.04477879,0.04707966
"165448",2011-09-29 12:00:00,8154,"WS09",14.41,15.21,11.60135,0.04522014,0.4521864,406.9677,14.49,4,0.04378926,0.04593516
"165544",2011-09-30 12:00:00,8250,"WS09",14.42,14.6,9.205068,0.04551893,0.4664639,419.8175,14.37,4,0.04297222,0.0463335
"165640",2011-10-01 12:00:00,8346,"WS09",14.62,7.63,14.62776,0.04587223,0.4841622,435.7459,12.14,4,0.04320068,0.04615346
"165736",2011-10-02 12:00:00,8442,"WS09",14.63,7.242,16.77326,0.04625967,0.5026901,452.4211,10.95,5,0.04474381,0.04664262
"165832",2011-10-03 12:00:00,8538,"WS09",14.58,9.33,9.162177,0.04465155,0.4276773,384.9095,10.71,3,0.0444822,0.04638691
"165928",2011-10-04 12:00:00,8634,"WS09",14.5,12.15,9.010853,0.04360692,0.3841189,345.707,11.16,4,0.04259609,0.04551782
"166024",2011-10-05 12:00:00,8730,"WS09",14.43,14.65,16.2284,0.04362451,0.3830355,344.732,11.86,4,0.04218419,0.04491123
"166120",2011-10-06 12:00:00,8826,"WS09",14.41,15.23,23.1342,0.04281715,0.3518856,316.697,12.45,3,0.04092296,0.04486053
"166216",2011-10-07 12:00:00,8922,"WS09",14.43,14.66,17.79909,0.04297684,0.3578857,322.0971,12.53,3,0.03801555,0.04379292
"166312",2011-10-08 12:00:00,9018,"WS09",14.47,13.55,51.82363,0.04180678,0.3156836,284.1152,12.31,3,0.04037813,0.04276755
"166408",2011-10-09 12:00:00,9114,"WS09",14.49,12.22,15.94945,0.04181179,0.3158631,284.2768,12.25,3,0.03996563,0.04200117
"166504",2011-10-10 12:00:00,9210,"WS09",14.42,14.11,12.22552,0.04134471,0.3001482,270.1334,12.63,3,0.04051092,0.04207339
"166600",2011-10-11 12:00:00,9306,"WS09",13.43,11.33,5.926338,0.05740729,1.335368,1201.831,12.52,12,0.04050977,0.05588983
"166696",2011-10-12 12:00:00,9402,"WS09",14.45,13.51,13.33983,0.04834134,0.6107326,549.6593,12.51,5,0.04764163,0.0753938
"166791",2012-03-24 12:00:00,89,"WS10",14.51,12.42,119.4584,0.07026668,6.310408,5679.367,23.24,57,0.06963625,0.07550888
"166887",2012-03-25 12:00:00,185,"WS10",14.59,10.48,92.7785,0.06648319,5.419621,4877.659,10.87,49,0.06651368,0.07025397
"166983",2012-03-26 12:00:00,281,"WS10",14.55,12.46,117.0264,0.06609004,5.331937,4798.743,12.42,48,0.06590085,0.0673813
"167079",2012-03-27 12:00:00,377,"WS10",14.56,12.08,155.9653,0.06628125,5.374456,4837.011,11.47,48,0.06553457,0.06680017
"167175",2012-03-28 12:00:00,473,"WS10",14.49,14.18,173.2338,0.06653875,5.432132,4888.918,14.18,49,0.06624623,0.06707771
"167271",2012-03-29 12:00:00,569,"WS10",14.45,15.23,108.0982,0.06562798,5.23009,4707.081,14.07,47,0.06535159,0.06783807
"167367",2012-03-30 12:00:00,665,"WS10",14.49,13.62,46.34872,0.06479131,5.048773,4543.896,13.15,46,0.06462867,0.06572428
"167463",2012-03-31 12:00:00,761,"WS10",14.5,13.52,415.5742,0.06662951,5.452458,4907.212,13.8,49,0.06462416,0.07123684
"167559",2012-04-01 12:00:00,857,"WS10",14.51,13.77,367.8869,0.06654669,5.433873,4890.485,14.22,49,0.06621134,0.06720625
"167655",2012-04-02 12:00:00,953,"WS10",14.38,18.24,435.7874,0.06437816,4.960764,4464.688,17.21,45,0.06424305,0.06670885
"167751",2012-04-03 12:00:00,1049,"WS10",14.42,15.24,26.55355,0.06543625,5.188155,4669.339,14.82,47,0.06395391,0.06570467
"167847",2012-04-04 12:00:00,1145,"WS10",14.44,15.25,111.7259,0.06635937,5.391951,4852.756,14.86,49,0.06450966,0.0710218
"167943",2012-04-05 12:00:00,1241,"WS10",14.45,14.92,32.59435,0.06347144,4.771012,4293.911,14.19,43,0.06355776,0.0666164
"168039",2012-04-06 12:00:00,1337,"WS10",13.71,8.69,28.40102,0.07580938,7.775331,6997.797,8.4,70,0.06216439,0.09697907
"168135",2012-04-07 12:00:00,1433,"WS10",14.62,10.56,83.85376,0.07335664,7.103096,6392.787,10.98,63,0.07336482,0.07567228
"168231",2012-04-08 12:00:00,1529,"WS10",14.53,13.16,36.39416,0.07267535,6.923182,6230.863,12.28,62,0.07206921,0.07332589
"168327",2012-04-09 12:00:00,1625,"WS10",14.58,11.87,50.27855,0.07176826,6.688169,6019.353,11.27,60,0.07170597,0.07311768
"168423",2012-04-10 12:00:00,1721,"WS10",14.55,12.2,79.99995,0.06418072,4.919107,4427.196,12.82,44,0.06422479,0.07172047
"168519",2012-04-11 12:00:00,1817,"WS10",14.7,7.143,37.56723,0.06343459,4.763407,4287.066,8.46,43,0.06331635,0.06453936
"168615",2012-04-12 12:00:00,1913,"WS10",14.74,6.119,84.50304,0.0636883,4.815953,4334.358,8.45,44,0.06331733,0.06443621
"168711",2012-04-13 12:00:00,2009,"WS10",14.64,9.13,184.0374,0.06300296,4.674798,4207.318,10.42,42,0.06293347,0.06408112
"168807",2012-04-14 12:00:00,2105,"WS10",14.55,12.1,229.4176,0.06149434,4.373459,3936.113,13.33,39,0.06136771,0.06315055
"168903",2012-04-15 12:00:00,2201,"WS10",14.46,15.16,159.5419,0.06058189,4.197348,3777.613,15.22,38,0.06067735,0.063764
"168999",2012-04-16 12:00:00,2297,"WS10",14.43,15.02,45.76873,0.05880132,3.866784,3480.105,13.99,35,0.05860903,0.06054766
"169095",2012-04-17 12:00:00,2393,"WS10",14.46,14.88,40.74493,0.05621763,3.417399,3075.659,14.26,31,0.05618936,0.05884354
"169191",2012-04-18 12:00:00,2489,"WS10",13.6,11.58,9.838604,0.0841745,10.36875,9331.875,11.24,94,0.05599988,0.103698
"169287",2012-04-19 12:00:00,2585,"WS10",14.54,12.22,72.73971,0.06821816,5.817441,5235.697,12.55,52,0.06845568,0.0832768
"169383",2012-04-20 12:00:00,2681,"WS10",14.44,10.9,31.53513,0.06810907,5.791873,5212.685,11.18,52,0.06792331,0.06871675
"169479",2012-04-21 12:00:00,2777,"WS10",14.55,11.97,64.76055,0.08854608,11.91843,10726.59,11.78,108,0.06664607,0.09059079
"169575",2012-04-22 12:00:00,2873,"WS10",14.58,10.96,154.1265,0.0693322,6.082444,5474.199,11.04,54,0.06941461,0.08605151
"169671",2012-04-23 12:00:00,2969,"WS10",14.75,5.297,215.1181,0.0676204,5.678491,5110.642,6.461,51,0.06736054,0.06941763
"169767",2012-04-24 12:00:00,3065,"WS10",14.69,7.021,224.9927,0.06656477,5.437938,4894.145,7.803,49,0.06615146,0.06765197
"169863",2012-04-25 12:00:00,3161,"WS10",14.52,13.19,105.1048,0.06501668,5.097208,4587.487,13.06,46,0.06499036,0.06665954
"169959",2012-04-26 12:00:00,3257,"WS10",14.5,12.95,27.5341,0.06564259,5.233262,4709.936,12.7,47,0.06450665,0.07169274
"170055",2012-04-27 12:00:00,3353,"WS10",14.4,16.4,60.14645,0.07277299,6.94881,6253.929,15.82,63,0.06451644,0.09436741
"170151",2012-04-28 12:00:00,3449,"WS10",14.43,16.22,51.08304,0.07088622,6.464566,5818.109,12.08,58,0.07040892,0.07333723
"170247",2012-04-29 12:00:00,3545,"WS10",14.4,16.74,57.30315,0.06723039,5.588726,5029.853,12.14,51,0.06714057,0.07091259
"170343",2012-04-30 12:00:00,3641,"WS10",14.37,18.5,45.85294,0.06645806,5.413964,4872.568,12.49,49,0.06540141,0.06726142
"170439",2012-05-01 12:00:00,3737,"WS10",14.38,17.44,40.12657,0.06343742,4.766042,4289.438,12.34,43,0.06470912,0.06657344
"170535",2012-05-02 12:00:00,3833,"WS10",14.38,17.61,31.85054,0.06245382,4.563637,4107.273,12.48,41,0.06181426,0.06340149
"170631",2012-05-03 12:00:00,3929,"WS10",14.38,18.04,29.4175,0.06044596,4.171503,3754.353,12.56,38,0.06049877,0.06279124
"170727",2012-05-04 12:00:00,4025,"WS10",14.31,15.35,8.335346,0.05955342,4.004292,3603.863,12.23,36,0.05914241,0.06057023
"170819",2012-05-05 12:00:00,4117,"WS10",14.4,16.6,44.23402,0.06081367,4.24166,3817.494,12.34,39,0.0591558,0.06299016
"170915",2012-05-06 12:00:00,4213,"WS10",14.4,16.5,66.76313,0.05992283,4.072979,3665.682,12.29,37,0.05979807,0.06156987
"171011",2012-05-07 12:00:00,4309,"WS10",14.13,14.87,28.53914,0.06199418,4.47188,4024.692,12.23,40,0.05967743,0.1192114
"171107",2012-05-08 12:00:00,4405,"WS10",14.42,14.91,20.32522,0.06693628,5.521757,4969.581,12.24,49,0.06133332,0.08197974
"171203",2012-05-09 12:00:00,4501,"WS10",13.36,13.82,2.861558,0.06591795,5.294252,4764.827,12.05,47,0.06347151,0.06678949
"171299",2012-05-10 12:00:00,4597,"WS10",14.59,9.66,103.358,0.06344138,4.764794,4288.314,10.95,42,0.06339668,0.06673715
"171395",2012-05-11 12:00:00,4693,"WS10",14.52,11.1,53.46319,0.0636678,4.811673,4330.506,10.78,43,0.06319812,0.06383564
"171491",2012-05-12 12:00:00,4789,"WS10",13.37,11.91,3.339107,0.06098649,4.274816,3847.334,11.08,39,0.06098204,0.06375542
"171587",2012-05-13 12:00:00,4885,"WS10",13.17,11.24,2.471613,0.06958127,6.142788,5528.509,11.08,55,0.06103322,0.06860522
"171683",2012-05-14 12:00:00,4981,"WS10",13.35,13.17,20.70715,0.09233775,13.37319,12035.87,11.49,120,0.07028763,0.118962
"171779",2012-05-15 12:00:00,5077,"WS10",13.81,13.81,29.5851,0.08662583,11.21981,10097.83,11.49,101,0.08653335,0.09206241
"171875",2012-05-16 12:00:00,5173,"WS10",14.05,13.42,28.98555,0.08539101,10.7855,9706.95,11.41,97,0.08501243,0.08668129
"171971",2012-05-17 12:00:00,5269,"WS10",13.85,14.37,25.02624,0.08311754,10.0143,9012.866,11.45,90,0.08318968,0.08537278
"172067",2012-05-18 12:00:00,5365,"WS10",13.91,14.57,31.19443,0.08153515,9.498722,8548.85,11.49,86,0.08144847,0.08449728
"172163",2012-05-19 12:00:00,5461,"WS10",13.91,14.39,26.02644,0.07998993,9.011958,8110.763,11.53,82,0.07995704,0.08248514
"172259",2012-05-20 12:00:00,5557,"WS10",13.83,14.58,19.03734,0.07784113,8.361878,7525.691,11.55,75,0.0780195,0.08035307
"172355",2012-05-21 12:00:00,5653,"WS10",13.94,14.92,11.37143,0.07414323,7.314568,6583.111,11.63,66,0.07401144,0.07786854
"172451",2012-05-22 12:00:00,5749,"WS10",13.93,13.27,14.1846,0.07116353,6.53433,5880.897,11.48,59,0.0712095,0.07712352
"172547",2012-05-23 12:00:00,5845,"WS10",13.98,13.15,22.4323,0.06987448,6.214041,5592.637,11.41,56,0.06977068,0.07917925
"172643",2012-05-24 12:00:00,5941,"WS10",14.41,14.59,39.52573,0.06919416,6.049114,5444.203,11.61,55,0.06885763,0.09198388
"172739",2012-05-25 12:00:00,6037,"WS10",14.04,16.66,9.020222,0.0661485,5.344944,4810.45,11.99,48,0.06643472,0.0690046
"172835",2012-05-26 12:00:00,6133,"WS10",14.2,17.4,23.64715,0.06520445,5.137779,4624.001,12.39,46,0.06520402,0.06766004
"172931",2012-05-27 12:00:00,6229,"WS10",14.31,17.46,18.07729,0.0660527,5.323651,4791.286,12.64,48,0.06522591,0.06719422
"173027",2012-05-28 12:00:00,6325,"WS10",14.38,16.46,24.87349,0.06502543,5.099104,4589.193,12.64,46,0.06500963,0.06628422
"173123",2012-05-29 12:00:00,6421,"WS10",14.13,15.56,7.758266,0.06391328,4.862864,4376.578,12.58,44,0.06330274,0.06690341
"173219",2012-05-30 12:00:00,6517,"WS10",14.42,15.49,28.35839,0.06261569,4.59622,4136.599,12.5,41,0.0626159,0.06382372
"173315",2012-05-31 12:00:00,6613,"WS10",14.43,15.03,18.4206,0.06130785,4.337077,3903.369,12.54,39,0.06093423,0.06250848
"173411",2012-06-01 12:00:00,6709,"WS10",13.25,14.11,2.3458,0.0614088,4.356719,3921.047,12.66,39,0.06081293,0.1122029
"173507",2012-06-02 12:00:00,6805,"WS10",14.33,10.53,24.7183,0.05897099,3.89753,3507.777,11.48,35,0.05891433,0.06232935
"173603",2012-06-03 12:00:00,6901,"WS10",14.38,13.22,24.90802,0.05754333,3.643567,3279.21,11.75,33,0.05746713,0.05891254
"173699",2012-06-04 12:00:00,6997,"WS10",14.43,14.81,20.29327,0.05961456,4.015686,3614.117,12.3,36,0.05689299,0.08689892
"173795",2012-06-05 12:00:00,7093,"WS10",13.83,12.8,15.96429,0.0646484,5.018243,4516.418,12.05,45,0.0580537,0.07883323
"173891",2012-06-06 12:00:00,7189,"WS10",14.49,12.84,34.19774,0.05940875,3.977623,3579.861,11.94,36,0.05932781,0.06453684
"173987",2012-06-07 12:00:00,7285,"WS10",14.33,13.36,10.21864,0.05836177,3.787807,3409.026,11.93,34,0.05835297,0.05923206
"174083",2012-06-08 12:00:00,7381,"WS10",14.44,14.81,18.12971,0.05744517,3.626521,3263.869,12.18,32,0.05751056,0.05838953
"174179",2012-06-09 12:00:00,7477,"WS10",14.43,15.16,14.59259,0.0571357,3.57305,3215.745,12.36,32,0.05681356,0.05776577
"174275",2012-06-10 12:00:00,7573,"WS10",13.25,13.36,3.444033,0.05854741,3.821036,3438.932,12.18,35,0.0563072,0.058649
"174371",2012-06-11 12:00:00,7669,"WS10",13.67,15.13,6.696749,0.06046182,4.174489,3757.04,12.47,38,0.05803989,0.06765136
"174467",2012-06-12 12:00:00,7765,"WS10",13.94,17.09,6.382256,0.06158676,4.391553,3952.398,12.83,39,0.05960454,0.0874501
"174563",2012-06-13 12:00:00,7861,"WS10",14.17,16.74,9.953115,0.06079957,4.238921,3815.029,12.89,38,0.06077715,0.06196174
"174659",2012-06-14 12:00:00,7957,"WS10",14.08,15.4,32.7953,0.06181839,4.43711,3993.399,12.85,40,0.06030806,0.0688618
"174755",2012-06-15 12:00:00,8053,"WS10",13.86,14.88,9.449438,0.06262197,4.597474,4137.727,12.65,41,0.06082886,0.06610694
"174851",2012-06-16 12:00:00,8149,"WS10",14.2,14.83,24.25547,0.06381804,4.843072,4358.765,12.47,44,0.06239461,0.06643818
"174947",2012-06-17 12:00:00,8245,"WS10",14.45,14.81,21.81669,0.06454119,4.995377,4495.839,12.47,45,0.063301,0.06576788
"175043",2012-06-18 12:00:00,8341,"WS10",13.81,15.73,7.223308,0.06442427,4.9705,4473.45,12.58,45,0.06430814,0.06521293
"175139",2012-06-19 12:00:00,8437,"WS10",13.99,16.62,16.32802,0.063742,4.827121,4344.409,12.7,44,0.0634244,0.06516599
"175235",2012-06-20 12:00:00,8533,"WS10",13.9,17.26,12.2603,0.06234147,4.541063,4086.957,12.87,41,0.0622501,0.06381451
"175331",2012-06-21 12:00:00,8629,"WS10",14.03,18.16,9.255515,0.06095329,4.268453,3841.608,13.07,39,0.06109191,0.06303117
"175427",2012-06-22 12:00:00,8725,"WS10",14.23,18.51,18.2289,0.05991852,4.072161,3664.945,13.24,36,0.05993486,0.06106783
"175523",2012-06-23 12:00:00,8821,"WS10",14.08,18.18,13.42923,0.06152814,4.380035,3942.031,13.32,40,0.0588255,0.08575787
"175619",2012-06-24 12:00:00,8917,"WS10",14.22,18.88,14.49968,0.05999946,4.087281,3678.553,13.48,37,0.0599893,0.06132116
"175715",2012-06-25 12:00:00,9013,"WS10",14.1,18.77,24.29955,0.05904924,3.911777,3520.599,13.57,35,0.0590257,0.06049
"175811",2012-06-26 12:00:00,9109,"WS10",14.37,17.33,19.55397,0.05880395,3.867278,3480.55,13.59,35,0.05843971,0.05973819
"175907",2012-06-27 12:00:00,9205,"WS10",14.27,15.29,16.37532,0.05672699,3.503182,3152.864,13.18,32,0.05652303,0.05877
"176003",2012-06-28 12:00:00,9301,"WS10",14.2,17.6,15.19849,0.05611612,3.400444,3060.399,13.22,31,0.05583315,0.05729365
"176099",2012-06-29 12:00:00,9397,"WS10",14.31,19.98,17.66015,0.05503235,3.222924,2900.632,13.61,29,0.05519954,0.05683434
"176195",2012-06-30 12:00:00,9493,"WS10",14.27,21.23,16.27691,0.05447242,3.133565,2820.209,14.12,28,0.0544309,0.05655669
"176291",2012-07-01 12:00:00,9589,"WS10",14.24,21.74,23.74792,0.05499934,3.217626,2895.863,14.5,29,0.05438139,0.056221
"176387",2012-07-02 12:00:00,9685,"WS10",14.38,17.31,28.26145,0.06085669,4.249896,3824.906,14.42,38,0.05422465,0.08922854
"176483",2012-07-03 12:00:00,9781,"WS10",14.14,19.07,8.308719,0.05791806,3.709159,3338.243,14.4,33,0.05793917,0.06065578
"176579",2012-07-04 12:00:00,9877,"WS10",14.21,18.57,43.4701,0.06113073,4.302708,3872.437,14.23,38,0.057328,0.06228996
"176675",2012-07-05 12:00:00,9973,"WS10",14.13,20.15,46.65471,0.05961292,4.015295,3613.766,14.41,37,0.05967857,0.0616644
"176771",2012-07-06 12:00:00,10069,"WS10",14.02,18.76,67.92677,0.05966495,4.024933,3622.44,14.38,36,0.05823002,0.06702944
"176867",2012-07-07 12:00:00,10165,"WS10",14.09,19.34,71.17177,0.05788678,3.053178,2747.86,14.51,28,0.05781134,0.0622401
"176963",2012-07-08 12:00:00,10261,"WS10",14.23,20.35,24.57838,0.05693033,2.92576,2633.184,14.72,26,0.05690741,0.05943366
"177059",2012-07-09 12:00:00,10357,"WS10",13.94,19.82,7.006311,0.05765815,3.022388,2720.149,14.74,27,0.05631479,0.081728
"177155",2012-07-10 12:00:00,10453,"WS10",13.86,18.79,6.227519,0.05632296,2.846549,2561.894,14.71,26,0.0560897,0.05785081
"177251",2012-07-11 12:00:00,10549,"WS10",14.37,17.13,25.74865,0.0553471,2.722089,2449.88,14.43,24,0.0539308,0.05668849
"177347",2012-07-12 12:00:00,10645,"WS10",13.04,16.18,2.130039,0.05810562,3.082765,2774.488,14.23,28,0.05393985,0.06280942
"177443",2012-07-13 12:00:00,10741,"WS10",12.86,16.84,1.244208,0.07271636,5.481336,4933.202,14.15,49,0.0577371,0.06932577
"177539",2012-07-14 12:00:00,10837,"WS10",13.35,17.71,12.26416,0.1354913,26.89499,24205.5,15.37,242,0.06158264,0.2701296
"177635",2012-07-15 12:00:00,10933,"WS10",13.21,18.04,16.50242,0.109475,15.58694,14028.25,14.74,141,0.109447,0.1509226
"177731",2012-07-16 12:00:00,11029,"WS10",13.4,18.5,17.38078,0.102691,13.23349,11910.14,14.56,119,0.1026677,0.1203046
"177827",2012-07-17 12:00:00,11125,"WS10",13.22,19.12,7.881681,0.09713329,11.47758,10329.82,14.47,103,0.09709682,0.1023327
"177923",2012-07-18 12:00:00,11221,"WS10",13.2,18.53,16.05515,0.09317429,10.31843,9286.591,14.56,93,0.0929093,0.1577082
"178019",2012-07-19 12:00:00,11317,"WS10",13.38,17.85,19.19358,0.09039588,9.549477,8594.529,14.22,86,0.09045111,0.09322283
"178115",2012-07-20 12:00:00,11413,"WS10",13.37,17.19,8.61119,0.07992508,6.969303,6272.373,14.14,63,0.07998884,0.09315461
"178211",2012-07-21 12:00:00,11509,"WS10",13.37,17.88,5.991311,0.076723,6.277092,5649.383,14.09,56,0.07673603,0.07997267
"178307",2012-07-22 12:00:00,11605,"WS10",13.43,18.58,7.345514,0.0764403,6.21809,5596.281,14.08,55,0.07618652,0.07805522
"178403",2012-07-23 12:00:00,11701,"WS10",13.58,19,12.87477,0.07412536,5.74763,5172.867,14.2,52,0.07417577,0.07631349
"178499",2012-07-24 12:00:00,11797,"WS10",13.77,19.37,19.56678,0.07539707,6.003307,5402.976,14.5,54,0.07150023,0.07648964
"178595",2012-07-25 12:00:00,11893,"WS10",13.76,19.09,9.099072,0.07260264,5.450345,4905.31,14.5,49,0.07267921,0.07532723
"178691",2012-07-26 12:00:00,11989,"WS10",13.74,19.4,25.5133,0.07263633,5.456857,4911.171,14.65,49,0.0720787,0.07386483
"178787",2012-07-27 12:00:00,12085,"WS10",13.67,19.84,19.86487,0.0695729,4.887251,4398.526,14.69,44,0.06981494,0.07274597
"178883",2012-07-28 12:00:00,12181,"WS10",13.75,19.21,16.70767,0.06770461,4.558449,4102.604,14.57,41,0.06772517,0.06968537
"178979",2012-07-29 12:00:00,12277,"WS10",13.79,17.79,24.05279,0.06668007,4.384043,3945.638,14.39,40,0.06652834,0.06797543
"179075",2012-07-30 12:00:00,12373,"WS10",14.33,18.95,55.68492,0.06584785,4.245448,3820.903,14.38,38,0.06611887,0.06765466
"179171",2012-07-31 12:00:00,12469,"WS10",13.26,17.41,3.036686,0.07455365,5.833028,5249.725,14.57,53,0.06566823,0.09971877
"179267",2012-08-01 12:00:00,12565,"WS10",13.67,16.98,36.91756,0.07413159,5.748912,5174.021,14.3,51,0.07119521,0.1170652
"179363",2012-08-02 12:00:00,12661,"WS10",13.7,18.57,18.81607,0.07028814,5.016799,4515.119,14.41,46,0.07040712,0.07387694
"179459",2012-08-03 12:00:00,12757,"WS10",14.33,18.49,16.72629,0.0680657,4.620947,4158.852,14.56,42,0.06300782,0.08121941
"179555",2012-08-04 12:00:00,12853,"WS10",13.6,17.73,8.053061,0.06979491,4.927256,4434.53,14.55,45,0.06784007,0.08768717
"179651",2012-08-05 12:00:00,12949,"WS10",13.92,18.47,12.21607,0.06753745,4.529717,4076.746,14.5,41,0.06745099,0.06966087
"179747",2012-08-06 12:00:00,13045,"WS10",13.79,18.31,7.790221,0.06638802,4.335089,3901.58,14.46,39,0.06651972,0.06758298
"179843",2012-08-07 12:00:00,13141,"WS10",13.6,17.6,6.330048,0.06493786,4.096927,3687.234,14.41,37,0.06326076,0.07320996
"179939",2012-08-08 12:00:00,13237,"WS10",13.88,18.76,8.52118,0.0673796,4.502684,4052.416,14.43,41,0.06494835,0.07038609
"180035",2012-08-09 12:00:00,13333,"WS10",14.16,18,15.76886,0.0672582,4.481958,4033.762,14.45,41,0.06682049,0.07008354
"180131",2012-08-10 12:00:00,13429,"WS10",13.61,16.98,5.227457,0.07646461,6.223172,5600.854,14.41,56,0.06699806,0.117309
"180227",2012-08-11 12:00:00,13525,"WS10",13.5,16.45,7.080009,0.07402678,5.728075,5155.268,14.19,51,0.07412475,0.07636213
"180323",2012-08-12 12:00:00,13621,"WS10",13.85,15.31,10.4462,0.07275205,5.479086,4931.177,13.8,49,0.07275125,0.07414832
"180419",2012-08-13 12:00:00,13717,"WS10",13.65,15.56,10.71015,0.07046519,5.049194,4544.274,13.77,45,0.07043479,0.07285978
"180515",2012-08-14 12:00:00,13813,"WS10",13.83,16.41,11.41731,0.0687539,4.741402,4267.262,13.7,43,0.06875218,0.0714801
"180611",2012-08-15 12:00:00,13909,"WS10",13.91,16.53,14.15111,0.06815485,4.636417,4172.775,13.82,42,0.06775599,0.06884577
"180707",2012-08-16 12:00:00,14005,"WS10",13.71,15.99,10.15554,0.06749546,4.522514,4070.263,13.71,40,0.06729616,0.06833717
